Value Margin Steps,CLIP Score Real,CLIP Score Generated,CLIP Score Coco,Pick score retrieval vs gen,Pick score gen vs coco,Pick score retrieval vs coco,Inception Score Real,Inception Score Generated,Inception Score Coco,FID retrieval vs gen,FID gen vs coco,FID retrieval vs coco
20,31.4385,29.654,30.3002,0.35435847018286587,0.5793283226620406,0.4391348618018674,22.737232208251953,19.85732078552246,18.843982696533203,27.152740478515625,51.893341064453125,53.764503479003906
25,31.4385,30.9246,30.3002,0.4363678151695058,0.5793283226620406,0.5225733921143692,22.675289154052734,21.287885665893555,19.014739990234375,24.304210662841797,51.893341064453125,53.442893981933594
27,31.4385,31.1956,30.3002,0.4695712365936488,0.5793283226620406,0.5519999302343931,22.69441032409668,22.39373779296875,18.758686065673828,22.545848846435547,51.893341064453125,53.010650634765625
